,Open,High,Low,Close,Volume
2017.08.07 00:00,1.17729,1.17762,1.17679,1.17741,803,0
2017.08.07 01:00,1.17752,1.17929,1.17712,1.17858,5814,0
2017.08.07 02:00,1.17856,1.17917,1.17764,1.17767,2449,0
2017.08.07 03:00,1.17767,1.17922,1.17764,1.17855,3311,0
2017.08.07 04:00,1.17856,1.17929,1.17839,1.17924,2846,0
2017.08.07 05:00,1.17925,1.18002,1.17911,1.17931,1856,0
2017.08.07 06:00,1.17932,1.18016,1.17926,1.17982,1481,0
2017.08.07 07:00,1.17982,1.18002,1.17947,1.17947,1040,0
2017.08.07 08:00,1.17950,1.17962,1.17835,1.17843,1380,0
2017.08.07 09:00,1.17844,1.17926,1.17807,1.17848,3902,0
2017.08.07 10:00,1.17846,1.18139,1.17779,1.18097,6175,0
2017.08.07 11:00,1.18095,1.18117,1.17958,1.17980,4979,0
2017.08.07 12:00,1.17980,1.18050,1.17895,1.18021,4039,0
2017.08.07 13:00,1.18020,1.18046,1.17945,1.17975,3354,0
2017.08.07 14:00,1.17974,1.18082,1.17936,1.18020,4478,0
2017.08.07 15:00,1.18022,1.18042,1.17859,1.17863,4982,0
2017.08.07 16:00,1.17864,1.17941,1.17827,1.17916,5335,0
2017.08.07 17:00,1.17920,1.17982,1.17828,1.17942,5877,0
2017.08.07 18:00,1.17946,1.17957,1.17855,1.17870,3814,0
2017.08.07 19:00,1.17871,1.17901,1.17810,1.17884,2129,0
2017.08.07 20:00,1.17884,1.17961,1.17884,1.17910,2331,0
2017.08.07 21:00,1.17909,1.17949,1.17871,1.17940,1848,0
2017.08.07 22:00,1.17939,1.17964,1.17886,1.17937,2297,0
2017.08.07 23:00,1.17937,1.17966,1.17918,1.17949,736,0
2017.08.08 00:00,1.17942,1.17974,1.17921,1.17950,4951,0
2017.08.08 01:00,1.17948,1.18007,1.17907,1.17917,2079,0
2017.08.08 02:00,1.17918,1.18012,1.17917,1.17993,1043,0
2017.08.08 03:00,1.17994,1.18049,1.17978,1.18020,1871,0
2017.08.08 04:00,1.18021,1.18235,1.18017,1.18156,3287,0
2017.08.08 05:00,1.18156,1.18172,1.18063,1.18128,1968,0
2017.08.08 06:00,1.18126,1.18160,1.18062,1.18068,1754,0
2017.08.08 07:00,1.18069,1.18150,1.18068,1.18111,1675,0
2017.08.08 08:00,1.18116,1.18147,1.18045,1.18078,1760,0
2017.08.08 09:00,1.18078,1.18128,1.18014,1.18048,3707,0
2017.08.08 10:00,1.18047,1.18177,1.18022,1.18071,4510,0
2017.08.08 11:00,1.18071,1.18156,1.18052,1.18079,3612,0
2017.08.08 12:00,1.18078,1.18141,1.18062,1.18103,3247,0
2017.08.08 13:00,1.18102,1.18183,1.18072,1.18154,3534,0
2017.08.08 14:00,1.18150,1.18167,1.18054,1.18083,3708,0
2017.08.08 15:00,1.18083,1.18173,1.18066,1.18143,4795,0
2017.08.08 16:00,1.18143,1.18156,1.18063,1.18098,4854,0
2017.08.08 17:00,1.18098,1.18119,1.17320,1.17382,11308,0
2017.08.08 18:00,1.17382,1.17506,1.17149,1.17241,7585,0
2017.08.08 19:00,1.17243,1.17540,1.17211,1.17521,5506,0
2017.08.08 20:00,1.17521,1.17695,1.17499,1.17633,4479,0
2017.08.08 21:00,1.17633,1.17638,1.17504,1.17517,3146,0
2017.08.08 22:00,1.17517,1.17529,1.17399,1.17488,4581,0
2017.08.08 23:00,1.17487,1.17535,1.17466,1.17527,1365,0
2017.08.09 00:00,1.17502,1.17542,1.17459,1.17496,2767,0
2017.08.09 01:00,1.17496,1.17617,1.17435,1.17588,2623,0
2017.08.09 02:00,1.17587,1.17635,1.17519,1.17539,1640,0
2017.08.09 03:00,1.17537,1.17550,1.17332,1.17430,4521,0
2017.08.09 04:00,1.17431,1.17490,1.17287,1.17356,3693,0
2017.08.09 05:00,1.17357,1.17409,1.17188,1.17339,3957,0
2017.08.09 06:00,1.17338,1.17358,1.17278,1.17327,2325,0
2017.08.09 07:00,1.17327,1.17394,1.17321,1.17373,1799,0
2017.08.09 08:00,1.17373,1.17445,1.17354,1.17406,2216,0
2017.08.09 09:00,1.17407,1.17541,1.17347,1.17446,5517,0
2017.08.09 10:00,1.17446,1.17616,1.17358,1.17424,6942,0
2017.08.09 11:00,1.17425,1.17427,1.17218,1.17315,7425,0
2017.08.09 12:00,1.17316,1.17528,1.17295,1.17399,6038,0
2017.08.09 13:00,1.17399,1.17516,1.17324,1.17359,4732,0
2017.08.09 14:00,1.17358,1.17415,1.17315,1.17390,5013,0
2017.08.09 15:00,1.17394,1.17468,1.17253,1.17446,9301,0
2017.08.09 16:00,1.17450,1.17457,1.16885,1.17109,10466,0
2017.08.09 17:00,1.17112,1.17493,1.17083,1.17430,9135,0
2017.08.09 18:00,1.17429,1.17484,1.17298,1.17476,5047,0
2017.08.09 19:00,1.17477,1.17494,1.17355,1.17441,2863,0
2017.08.09 20:00,1.17442,1.17585,1.17394,1.17519,3750,0
2017.08.09 21:00,1.17518,1.17615,1.17500,1.17515,3266,0
2017.08.09 22:00,1.17515,1.17560,1.17493,1.17555,2375,0
2017.08.09 23:00,1.17555,1.17604,1.17531,1.17578,1178,0
2017.08.10 00:00,1.17558,1.17606,1.17557,1.17591,4007,0
2017.08.10 01:00,1.17591,1.17697,1.17562,1.17626,2014,0
2017.08.10 02:00,1.17622,1.17631,1.17574,1.17628,980,0
2017.08.10 03:00,1.17628,1.17633,1.17512,1.17566,3645,0
2017.08.10 04:00,1.17566,1.17620,1.17473,1.17532,3022,0
2017.08.10 05:00,1.17533,1.17546,1.17411,1.17480,2380,0
2017.08.10 06:00,1.17482,1.17484,1.17326,1.17382,2232,0
2017.08.10 07:00,1.17383,1.17390,1.17318,1.17356,1923,0
2017.08.10 08:00,1.17357,1.17385,1.17263,1.17335,2580,0
2017.08.10 09:00,1.17335,1.17404,1.17296,1.17314,4004,0
2017.08.10 10:00,1.17314,1.17353,1.17152,1.17201,6378,0
2017.08.10 11:00,1.17202,1.17348,1.17192,1.17226,5097,0
2017.08.10 12:00,1.17225,1.17227,1.17078,1.17111,4952,0
2017.08.10 13:00,1.17111,1.17252,1.17039,1.17234,4668,0
2017.08.10 14:00,1.17233,1.17251,1.17129,1.17251,4668,0
2017.08.10 15:00,1.17252,1.17476,1.17243,1.17411,7927,0
2017.08.10 16:00,1.17411,1.17486,1.17301,1.17358,8505,0
2017.08.10 17:00,1.17359,1.17588,1.17174,1.17489,11320,0
2017.08.10 18:00,1.17496,1.17575,1.17405,1.17505,6453,0
2017.08.10 19:00,1.17503,1.17616,1.17481,1.17561,4755,0
2017.08.10 20:00,1.17561,1.17598,1.17513,1.17553,3972,0
2017.08.10 21:00,1.17549,1.17747,1.17522,1.17696,3824,0
2017.08.10 22:00,1.17696,1.17850,1.17691,1.17732,4922,0
2017.08.10 23:00,1.17732,1.17791,1.17712,1.17725,1656,0
2017.08.11 00:00,1.17717,1.17737,1.17667,1.17715,4500,0
2017.08.11 01:00,1.17715,1.17715,1.17646,1.17653,1994,0
2017.08.11 02:00,1.17651,1.17704,1.17632,1.17698,1049,0
2017.08.11 03:00,1.17698,1.17764,1.17673,1.17717,2111,0
2017.08.11 04:00,1.17717,1.17754,1.17647,1.17699,2835,0
2017.08.11 05:00,1.17699,1.17699,1.17612,1.17684,2341,0
2017.08.11 06:00,1.17683,1.17754,1.17665,1.17748,2055,0
2017.08.11 07:00,1.17748,1.17761,1.17715,1.17742,1795,0
2017.08.11 08:00,1.17741,1.17789,1.17636,1.17638,2642,0
2017.08.11 09:00,1.17638,1.17690,1.17548,1.17592,4643,0
2017.08.11 10:00,1.17592,1.17611,1.17494,1.17530,4931,0
2017.08.11 11:00,1.17529,1.17646,1.17506,1.17552,4314,0
2017.08.11 12:00,1.17552,1.17579,1.17483,1.17579,3426,0
2017.08.11 13:00,1.17578,1.17738,1.17551,1.17595,3572,0
2017.08.11 14:00,1.17595,1.17722,1.17574,1.17586,3620,0
2017.08.11 15:00,1.17585,1.18349,1.17536,1.18159,11299,0
2017.08.11 16:00,1.18159,1.18296,1.17769,1.17981,10909,0
2017.08.11 17:00,1.17979,1.18096,1.17862,1.17921,7541,0
2017.08.11 18:00,1.17923,1.18105,1.17859,1.18100,6013,0
2017.08.11 19:00,1.18101,1.18217,1.18052,1.18202,4638,0
2017.08.11 20:00,1.18204,1.18468,1.18204,1.18368,4921,0
2017.08.11 21:00,1.18368,1.18388,1.18201,1.18228,4045,0
2017.08.11 22:00,1.18232,1.18289,1.18199,1.18245,2963,0
2017.08.11 23:00,1.18248,1.18249,1.18189,1.18189,1598,0
2017.08.14 00:00,1.18212,1.18272,1.18198,1.18227,560,0
2017.08.14 01:00,1.18230,1.18241,1.18184,1.18213,2383,0
2017.08.14 02:00,1.18212,1.18261,1.18186,1.18249,1568,0
2017.08.14 03:00,1.18249,1.18289,1.18181,1.18187,3736,0
2017.08.14 04:00,1.18187,1.18343,1.18165,1.18299,2548,0
2017.08.14 05:00,1.18298,1.18335,1.18268,1.18270,2030,0
2017.08.14 06:00,1.18269,1.18314,1.18245,1.18264,1498,0
2017.08.14 07:00,1.18265,1.18270,1.18173,1.18180,1895,0
2017.08.14 08:00,1.18179,1.18210,1.18093,1.18191,2472,0
2017.08.14 09:00,1.18190,1.18326,1.18097,1.18303,4358,0
2017.08.14 10:00,1.18302,1.18380,1.18001,1.18077,5868,0
2017.08.14 11:00,1.18077,1.18093,1.17917,1.18031,5033,0
2017.08.14 12:00,1.18030,1.18070,1.17964,1.17977,3985,0
2017.08.14 13:00,1.17979,1.18040,1.17910,1.17986,3672,0
2017.08.14 14:00,1.17988,1.17996,1.17869,1.17919,4502,0
2017.08.14 15:00,1.17922,1.17996,1.17910,1.17952,5615,0
2017.08.14 16:00,1.17953,1.18015,1.17843,1.17908,6035,0
2017.08.14 17:00,1.17907,1.17907,1.17694,1.17819,6934,0
2017.08.14 18:00,1.17820,1.17876,1.17742,1.17857,4751,0
2017.08.14 19:00,1.17856,1.17956,1.17749,1.17927,3182,0
2017.08.14 20:00,1.17924,1.17948,1.17716,1.17731,3460,0
2017.08.14 21:00,1.17730,1.17857,1.17729,1.17828,3385,0
2017.08.14 22:00,1.17830,1.17885,1.17812,1.17846,2455,0
2017.08.14 23:00,1.17845,1.17880,1.17809,1.17811,1208,0
2017.08.15 00:00,1.17811,1.17811,1.17750,1.17755,4242,0
2017.08.15 01:00,1.17756,1.17802,1.17748,1.17783,1533,0
2017.08.15 02:00,1.17781,1.17800,1.17679,1.17752,1322,0
2017.08.15 03:00,1.17753,1.17893,1.17747,1.17809,3612,0
2017.08.15 04:00,1.17810,1.17923,1.17809,1.17851,2957,0
2017.08.15 05:00,1.17850,1.17856,1.17812,1.17825,1792,0
2017.08.15 06:00,1.17825,1.17840,1.17797,1.17817,1442,0
2017.08.15 07:00,1.17817,1.17860,1.17764,1.17770,1981,0
2017.08.15 08:00,1.17770,1.17791,1.17596,1.17602,2784,0
2017.08.15 09:00,1.17599,1.17636,1.17360,1.17429,5998,0
2017.08.15 10:00,1.17426,1.17470,1.17204,1.17461,6693,0
2017.08.15 11:00,1.17460,1.17687,1.17437,1.17560,5766,0
2017.08.15 12:00,1.17560,1.17630,1.17491,1.17495,4888,0
2017.08.15 13:00,1.17495,1.17520,1.17385,1.17496,4087,0
2017.08.15 14:00,1.17495,1.17573,1.17335,1.17393,5432,0
2017.08.15 15:00,1.17395,1.17447,1.16869,1.16916,10925,0
2017.08.15 16:00,1.16917,1.17240,1.16897,1.17071,8336,0
2017.08.15 17:00,1.17069,1.17192,1.17007,1.17185,7401,0
2017.08.15 18:00,1.17184,1.17386,1.17141,1.17356,6188,0
2017.08.15 19:00,1.17355,1.17379,1.17291,1.17369,3337,0
2017.08.15 20:00,1.17366,1.17430,1.17363,1.17381,3035,0
2017.08.15 21:00,1.17381,1.17386,1.17269,1.17335,2870,0
2017.08.15 22:00,1.17335,1.17400,1.17323,1.17391,2015,0
2017.08.15 23:00,1.17390,1.17396,1.17330,1.17341,1110,0
2017.08.16 00:00,1.17337,1.17370,1.17331,1.17346,2358,0
2017.08.16 01:00,1.17345,1.17386,1.17319,1.17371,1474,0
2017.08.16 02:00,1.17371,1.17431,1.17365,1.17400,1291,0
2017.08.16 03:00,1.17400,1.17452,1.17359,1.17376,2478,0
2017.08.16 04:00,1.17378,1.17416,1.17338,1.17384,2622,0
2017.08.16 05:00,1.17384,1.17413,1.17357,1.17360,1948,0
2017.08.16 06:00,1.17360,1.17397,1.17355,1.17391,1243,0
2017.08.16 07:00,1.17390,1.17432,1.17375,1.17422,1409,0
2017.08.16 08:00,1.17421,1.17471,1.17371,1.17416,2575,0
2017.08.16 09:00,1.17417,1.17418,1.17236,1.17302,4029,0
2017.08.16 10:00,1.17302,1.17577,1.17138,1.17153,7065,0
2017.08.16 11:00,1.17164,1.17386,1.16911,1.17254,9320,0
2017.08.16 12:00,1.17254,1.17394,1.17223,1.17232,5167,0
2017.08.16 13:00,1.17233,1.17237,1.16961,1.17012,5937,0
2017.08.16 14:00,1.17014,1.17146,1.16980,1.17112,5363,0
2017.08.16 15:00,1.17111,1.17204,1.17012,1.17030,7704,0
2017.08.16 16:00,1.17028,1.17063,1.16809,1.16944,8092,0
2017.08.16 17:00,1.16944,1.17161,1.16931,1.17024,6621,0
2017.08.16 18:00,1.17025,1.17089,1.16930,1.17013,5946,0
2017.08.16 19:00,1.17013,1.17040,1.16909,1.17013,3265,0
2017.08.16 20:00,1.17014,1.17424,1.17003,1.17331,6292,0
2017.08.16 21:00,1.17335,1.17783,1.17302,1.17680,10641,0
2017.08.16 22:00,1.17681,1.17730,1.17620,1.17688,3822,0
2017.08.16 23:00,1.17687,1.17715,1.17656,1.17667,1271,0
2017.08.17 00:00,1.17673,1.17718,1.17671,1.17707,4557,0
2017.08.17 01:00,1.17706,1.17790,1.17697,1.17774,2342,0
2017.08.17 02:00,1.17769,1.17792,1.17696,1.17732,1363,0
2017.08.17 03:00,1.17730,1.17745,1.17647,1.17677,2579,0
2017.08.17 04:00,1.17676,1.17885,1.17666,1.17882,5472,0
2017.08.17 05:00,1.17882,1.17897,1.17771,1.17821,2763,0
2017.08.17 06:00,1.17822,1.17828,1.17744,1.17768,2085,0
2017.08.17 07:00,1.17813,1.17817,1.17773,1.17788,1459,0
2017.08.17 08:00,1.17788,1.17894,1.17754,1.17785,3471,0
2017.08.17 09:00,1.17785,1.17800,1.17627,1.17628,4653,0
2017.08.17 10:00,1.17628,1.17655,1.17507,1.17556,5839,0
2017.08.17 11:00,1.17555,1.17555,1.17298,1.17325,6310,0
2017.08.17 12:00,1.17326,1.17370,1.17034,1.17063,5796,0
2017.08.17 13:00,1.17064,1.17082,1.16900,1.16970,6613,0
2017.08.17 14:00,1.16969,1.17137,1.16619,1.16991,10982,0
2017.08.17 15:00,1.16990,1.17039,1.16812,1.16929,9202,0
2017.08.17 16:00,1.16927,1.17284,1.16922,1.17270,7479,0
2017.08.17 17:00,1.17268,1.17472,1.17147,1.17449,12550,0
2017.08.17 18:00,1.17446,1.17448,1.17317,1.17350,6121,0
2017.08.17 19:00,1.17349,1.17536,1.17321,1.17409,4360,0
2017.08.17 20:00,1.17410,1.17513,1.17386,1.17410,4242,0
2017.08.17 21:00,1.17411,1.17512,1.17392,1.17394,2822,0
2017.08.17 22:00,1.17395,1.17466,1.17267,1.17286,3983,0
2017.08.17 23:00,1.17287,1.17329,1.17176,1.17228,1568,0
2017.08.18 00:00,1.17222,1.17283,1.17195,1.17249,4800,0
2017.08.18 01:00,1.17251,1.17304,1.17238,1.17263,1997,0
